2;1134002;-0.32168806;2.0493307;0.0;0.0;0.0;0.0;0.0;2.0493307;
2;1134006;-0.32211167;2.0492642;0.0;0.0;0.0;0.0;0.0;2.0492642;
3;1134009;-0.26320896;1.8010644;0.0;0.0;0.0;0.0;0.0;1.8010644;
2;1134013;-0.26320896;1.8010644;0.0;0.0;0.0;0.0;0.0;1.8010644;
3;1134017;-0.2662081;1.9370533;0.0;0.0;0.0;0.0;0.0;1.9370533;
2;1134018;-0.2662081;1.9370533;0.0;0.0;0.0;0.0;0.0;1.9370533;
3;1134022;-0.24822305;1.8878165;0.2801724;-0.47579652;0.5521584;3.9676971;0.8634162;2.1907973;
2;1134024;-0.24822305;1.8878165;0.2801724;-0.47579652;0.5521584;3.9676971;0.8634162;2.1907973;
3;1134026;-0.24504875;1.8203417;0.28145644;-0.48802114;0.563367;3.730047;0.80479693;2.1013854;
2;1134029;-0.24504875;1.8203417;0.28145644;-0.48802114;0.563367;3.730047;0.80479693;2.1013854;
3;1134031;-0.23640911;1.6308959;0.2696213;-0.6526411;0.70614165;2.4989169;0.43735212;1.7645893;
2;1134034;-0.23337467;1.6313328;0.26840687;-0.6531421;0.70614225;2.497669;0.43701684;1.7637095;
3;1134036;-0.18179688;1.9251182;0.24143179;-0.55658776;0.60669535;3.4587865;0.65326416;2.0984297;
2;1134039;-0.18179688;1.9251182;0.24143179;-0.55658776;0.60669535;3.4587865;0.65326416;2.0984297;
3;1134042;-0.17173882;1.804536;0.2587383;-0.5267674;0.58688104;3.425679;0.71461564;2.010466;
2;1134045;-0.17248483;1.8044648;0.25895613;-0.52666026;0.586881;3.426241;0.7147612;2.0107956;
3;1134049;-0.14563963;1.7979254;0.26623505;-0.48407823;0.55246073;3.714121;0.8431897;2.051906;
2;1134052;-0.14452468;1.7980154;0.2659347;-0.48424295;0.55246043;3.7130435;0.84290254;2.0513096;
3;1134056;-0.14749199;1.8028338;0.26174363;-0.44064066;0.5125172;4.0913925;0.9234039;2.096909;
2;1134057;-0.14749199;1.8028338;0.26174363;-0.44064066;0.5125172;4.0913925;0.9234039;2.096909;
3;1134061;-0.13350564;1.8151524;0.25879565;-0.40513903;0.48074195;4.4803195;1.0259817;2.1538775;
2;1134064;-0.13125437;1.8153166;0.25829306;-0.40545973;0.48074204;4.477181;1.0251703;2.152369;
3;1134067;-0.1261811;1.7372942;0.25930762;-0.3925153;0.4704346;4.426054;1.0215285;2.082169;
2;1134070;-0.1268993;1.7372419;0.25947;-0.39240807;0.47043467;4.4271307;1.0218081;2.0826757;
3;1134074;-0.10429283;1.7936522;0.255541;-0.36249974;0.44351694;4.9480095;1.1601264;2.194526;
2;1134076;-0.10540508;1.7935871;0.25576586;-0.36234128;0.44351706;4.9499936;1.1606343;2.1954067;
3;1134080;-0.1032447;1.7361165;0.22219147;-0.32266456;0.3917671;5.380561;1.0922701;2.1079268;
2;1134082;-0.10288583;1.7361379;0.22212486;-0.3227106;0.39176726;5.3798594;1.0921148;2.107653;
3;1134086;-0.090770066;1.7601428;0.16411488;-0.2947229;0.3373356;5.972195;0.889356;2.014634;
