3;1168895;-0.5508551;1.288235;0.0;0.0;0.0;0.0;0.0;1.288235;
2;1168897;-0.5508551;1.288235;0.0;0.0;0.0;0.0;0.0;1.288235;
3;1168899;-0.53164935;1.3169441;0.0;0.0;0.0;0.0;0.0;1.3169441;
2;1168904;-0.53164935;1.3169441;0.0;0.0;0.0;0.0;0.0;1.3169441;
3;1168905;-0.48878196;1.3703431;0.0;0.0;0.0;0.0;0.0;1.3703431;
2;1168908;-0.48878196;1.3703431;0.0;0.0;0.0;0.0;0.0;1.3703431;
3;1168910;-0.4666291;1.3996212;0.6808042;0.7943199;1.0461541;1.7620373;-1.6662314;1.8433626;
2;1168912;-0.4666291;1.3996212;0.6808042;0.7943199;1.0461541;1.7620373;-1.6662314;1.8433626;
3;1168914;-0.4373938;1.48364;0.64430946;0.8582111;1.0731547;1.7287588;-1.5512494;1.8552256;
2;1168918;-0.43862036;1.4832778;0.6435996;0.8587437;1.0731548;1.7272649;-1.5502872;1.8536226;
3;1168920;-0.38624266;1.428693;0.6370987;0.7371285;0.9742963;1.9381872;-1.6210593;1.8883686;
2;1168921;-0.38594735;1.4287729;0.63725084;0.73699665;0.97429603;1.9386423;-1.6213489;1.8888115;
3;1168924;-0.40470332;1.7564839;0.54542243;1.1082253;1.2351717;1.5849519;-1.2691717;1.9576877;
2;1168927;-0.40579244;1.7562326;0.544735;1.1085633;1.2351716;1.5842421;-1.2687846;1.9568108;
3;1168930;-0.33067277;1.6155709;0.58128303;1.071008;1.2185844;1.5084584;-1.207514;1.8381839;
2;1168933;-0.32733262;1.616251;0.58349556;1.0698042;1.2185845;1.5107913;-1.2088727;1.8410269;
3;1168936;-0.25827992;1.5993559;0.6248833;0.98314863;1.1649293;1.6267693;-1.2748208;1.8950711;
2;1168938;-0.2619158;1.5987647;0.6226463;0.9845671;1.1649295;1.623825;-1.2729844;1.8916416;
3;1168943;-0.22968769;1.6472422;0.6439699;0.9174853;1.1209266;1.7953881;-1.3858635;2.0124984;
2;1168946;-0.23070912;1.6470995;0.6434007;0.91788435;1.1209265;1.7944521;-1.3852608;2.0114489;
3;1168951;-0.20402998;1.7003126;0.6467362;0.87121594;1.0850276;1.9516548;-1.4662356;2.1175992;
2;1168953;-0.20297557;1.7004387;0.6472759;0.8708143;1.0850271;1.9526995;-1.4669111;2.118732;
3;1168956;-0.18028283;1.6895568;0.63729;0.8116445;1.0319425;2.0816464;-1.5068953;2.1481395;
2;1168958;-0.18063208;1.6895195;0.6371221;0.8117761;1.0319424;2.081263;-1.5066508;2.1477435;
3;1168961;-0.15419269;1.7950716;0.6247182;0.7927734;1.0093377;2.2642934;-1.568738;2.2854366;
2;1168963;-0.15419269;1.7950716;0.6247182;0.7927734;1.0093377;2.2642934;-1.568738;2.2854366;
3;1168966;-0.14697129;1.8404138;0.61184347;0.7883808;0.99794626;2.3344223;-1.5752723;2.329628;
2;1168968;-0.14659086;1.8404442;0.61200655;0.78825456;0.9979465;2.3348348;-1.575525;2.3300402;
3;1168971;-0.10934201;1.831427;0.60243714;0.7649755;0.9737135;2.394099;-1.5516361;2.3311665;
2;1168973;-0.10934201;1.831427;0.60243714;0.7649755;0.9737135;2.394099;-1.5516361;2.3311665;
3;1168977;-0.10972058;1.8314043;0.6022792;0.7651002;0.97371376;2.3936791;-1.5513837;2.3307583;
2;1168981;-0.110099144;1.8313817;0.6021209;0.7652245;0.9737136;2.3932607;-1.5511312;2.3303504;
2;1168985;-0.110856265;1.831336;0.6018044;0.7654735;0.97371364;2.3924224;-1.5506266;2.3295343;
2;1168987;-0.10858488;1.831472;0.6027533;0.7647266;0.97371364;2.394937;-1.5521411;2.3319829;
2;1168991;-0.110099144;1.8313817;0.602121;0.7652248;0.9737139;2.3932598;-1.5511311;2.3303502;
