2;1114350;-0.113368824;1.1264336;0.0;0.0;0.0;0.0;0.0;1.1264336;
2;1114354;-0.11332945;1.1262904;0.0;0.0;0.0;0.0;0.0;1.1262904;
3;1114355;-0.11332945;1.1262904;0.0;0.0;0.0;0.0;0.0;1.1262904;
2;1114358;-0.11333121;1.1263717;0.0;0.0;0.0;0.0;0.0;1.1263717;
3;1114358;-0.11309838;1.1263952;0.0;0.0;0.0;0.0;0.0;1.1263952;
2;1114361;-0.11309838;1.1263952;0.0;0.0;0.0;0.0;0.0;1.1263952;
2;1114363;-0.12219616;1.1272682;0.0;0.0;0.0;0.0;0.0;1.1272682;
3;1114367;-0.12219616;1.1272682;0.0;0.0;0.0;0.0;0.0;1.1272682;
2;1114370;-0.12199275;1.1275662;0.0;0.0;0.0;0.0;0.0;1.1275662;
3;1114371;-0.12199275;1.1275662;0.0;0.0;0.0;0.0;0.0;1.1275662;
2;1114374;-0.122269206;1.1278677;0.0;0.0;0.0;0.0;0.0;1.1278677;
3;1114374;-0.122269206;1.1278677;0.0;0.0;0.0;0.0;0.0;1.1278677;
2;1114378;-0.11399936;1.1282009;0.0;0.0;0.0;0.0;0.0;1.1282009;
3;1114378;-0.11399936;1.1282009;0.0;0.0;0.0;0.0;0.0;1.1282009;
2;1114382;-0.1222252;1.1277236;0.0;0.0;0.0;0.0;0.0;1.1277236;
2;1114382;-0.1222252;1.1277236;0.0;0.0;0.0;0.0;0.0;1.1277236;
3;1114385;-0.1222252;1.1277236;0.0;0.0;0.0;0.0;0.0;1.1277236;
2;1114387;-0.11327848;1.1285621;0.0;0.0;0.0;0.0;0.0;1.1285621;
3;1114388;-0.11327848;1.1285621;0.0;0.0;0.0;0.0;0.0;1.1285621;
2;1114393;-0.11499664;1.1284703;0.0;0.0;0.0;0.0;0.0;1.1284703;
2;1114393;-0.11476338;1.128494;0.0;0.0;0.0;0.0;0.0;1.128494;
3;1114396;-0.11476338;1.128494;0.0;0.0;0.0;0.0;0.0;1.128494;
2;1114397;-0.12224552;1.1279249;0.0;0.0;0.0;0.0;0.0;1.1279249;
3;1114401;-0.12224552;1.1279249;0.0;0.0;0.0;0.0;0.0;1.1279249;
2;1114402;-0.12302839;1.1275703;0.0;0.0;0.0;0.0;0.0;1.1275703;
3;1114404;-0.12302839;1.1275703;0.0;0.0;0.0;0.0;0.0;1.1275703;
2;1114407;-0.12302839;1.1275703;0.0;0.0;0.0;0.0;0.0;1.1275703;
2;1114408;-0.11352615;1.1287308;0.0;0.0;0.0;0.0;0.0;1.1287308;
3;1114412;-0.11352615;1.1287308;0.0;0.0;0.0;0.0;0.0;1.1287308;
2;1114414;-0.11379892;1.1286687;0.0;0.0;0.0;0.0;0.0;1.1286687;
3;1114416;-0.11379892;1.1286687;0.0;0.0;0.0;0.0;0.0;1.1286687;
2;1114420;-0.11379892;1.1286687;0.0;0.0;0.0;0.0;0.0;1.1286687;
